门架名称,状态,车辆编号,车型,轨迹编号,时间戳
门架10,正常,车000844,客车,1.0,1645785341.0
门架7,正常,车000845,货车,1.0,1645799920.0
门架8,正常,车000845,货车,1.0,1645800720.0
门架9,正常,车000845,货车,1.0,1645801155.0
门架10,正常,车000845,货车,1.0,1645801264.0
门架8,正常,车000846,客车,1.0,1645950317.0
门架9,正常,车000846,客车,1.0,1645950656.0
门架10,正常,车000846,客车,1.0,1645950753.0
门架11,正常,车000846,客车,1.0,1645950951.0
门架7,正常,车000847,客车,1.0,1645580255.0
门架8,正常,车000847,客车,1.0,1645580880.0
门架9,正常,车000847,客车,1.0,1645581200.0
门架10,正常,车000847,客车,1.0,1645581281.0
门架13,正常,车000848,客车,1.0,1645754445.0
门架14,正常,车000848,客车,1.0,1645754854.0
门架15,正常,车000848,客车,1.0,1645755781.0
门架6,漏过,车000849,客车,1.0,1645681833.5
门架4,正常,车000849,客车,1.0,1645681371.0
门架5,正常,车000849,客车,1.0,1645681665.0
门架7,正常,车000849,客车,1.0,1645682002.0
门架8,正常,车000849,客车,1.0,1645682630.0
门架9,正常,车000849,客车,1.0,1645682965.0
门架10,正常,车000849,客车,1.0,1645683046.0
门架11,正常,车000849,客车,1.0,1645683221.0
门架12,正常,车000849,客车,1.0,1645683615.0
门架13,正常,车000849,客车,1.0,1645683640.0
门架14,正常,车000849,客车,1.0,1645684031.0
门架15,正常,车000849,客车,1.0,1645684645.0
门架14,漏过,车000850,客车,1.0,1645529574.5
门架7,正常,车000850,客车,1.0,1645527038.0
门架8,正常,车000850,客车,1.0,1645527766.0
门架9,正常,车000850,客车,1.0,1645528135.0
门架10,正常,车000850,客车,1.0,1645528226.0
门架11,正常,车000850,客车,1.0,1645528430.0
门架12,正常,车000850,客车,1.0,1645528901.0
门架13,正常,车000850,客车,1.0,1645528947.0
门架15,正常,车000850,客车,1.0,1645530202.0
门架2,正常,车000851,货车,1.0,1645523951.0
门架3,正常,车000851,货车,1.0,1645524042.0
门架3,正常,车000852,货车,1.0,1645676531.0
门架7,正常,车000852,货车,2.0,1645928067.0
门架8,正常,车000852,货车,2.0,1645928971.0
门架9,正常,车000852,货车,2.0,1645929486.0
门架10,正常,车000852,货车,2.0,1645929606.0
门架7,正常,车000853,客车,1.0,1645518834.0
门架8,正常,车000853,客车,1.0,1645519480.0
门架9,正常,车000853,客车,1.0,1645519833.0
门架10,正常,车000853,客车,1.0,1645519912.0
门架11,正常,车000853,客车,1.0,1645520211.0
门架12,正常,车000853,客车,1.0,1645520478.0
门架13,正常,车000853,客车,1.0,1645520682.0
门架7,正常,车000854,客车,1.0,1645968460.0
门架8,正常,车000854,客车,1.0,1645969055.0
门架9,正常,车000854,客车,1.0,1645969360.0
门架10,正常,车000854,客车,1.0,1645969445.0
门架5,漏过,车000855,客车,1.0,1645551375.5
门架6,漏过,车000855,客车,1.0,1645551378.0
门架4,正常,车000855,客车,1.0,1645551375.0
门架6,正常,车000855,客车,1.0,1645551376.0
门架5,正常,车000855,客车,1.0,1645551377.0
门架7,正常,车000855,客车,1.0,1645551379.0
门架8,正常,车000855,客车,1.0,1645551677.0
门架9,正常,车000855,客车,1.0,1645551681.0
门架10,正常,车000855,客车,1.0,1645551683.0
门架11,正常,车000855,客车,1.0,1645551983.0
门架10,漏过,车000855,客车,2.0,1645877089.0
门架4,正常,车000855,客车,2.0,1645875079.0
门架5,正常,车000855,客车,2.0,1645875386.0
门架6,正常,车000855,客车,2.0,1645875396.0
门架7,正常,车000855,客车,2.0,1645875693.0
门架8,正常,车000855,客车,2.0,1645876584.0
门架9,正常,车000855,客车,2.0,1645876888.0
门架11,正常,车000855,客车,2.0,1645877290.0
门架10,正常,车000855,客车,2.0,1645877292.0
门架7,正常,车000856,客车,1.0,1645937205.0
门架8,正常,车000856,客车,1.0,1645937790.0
门架9,正常,车000856,客车,1.0,1645938105.0
门架10,正常,车000856,客车,1.0,1645938196.0
门架4,正常,车000857,客车,1.0,1645769666.0
门架5,正常,车000857,客车,1.0,1645769794.0
门架6,正常,车000857,客车,1.0,1645770105.0
门架7,正常,车000857,客车,1.0,1645770107.0
门架8,正常,车000857,客车,1.0,1645770697.0
门架9,正常,车000857,客车,1.0,1645771017.0
门架10,正常,车000857,客车,1.0,1645771018.0
门架5,正常,车000858,客车,1.0,1645524258.0
门架6,正常,车000858,客车,1.0,1645524479.0
门架7,正常,车000858,客车,1.0,1645524724.0
门架8,正常,车000858,客车,1.0,1645525185.0
门架9,正常,车000858,客车,1.0,1645525505.0
门架10,正常,车000858,客车,1.0,1645525591.0
门架11,正常,车000858,客车,1.0,1645525862.0
门架7,正常,车000859,客车,1.0,1645746995.0
门架8,正常,车000859,客车,1.0,1645747536.0
门架9,正常,车000859,客车,1.0,1645747855.0
门架10,正常,车000859,客车,1.0,1645747930.0
门架7,正常,车000860,客车,1.0,1645682931.0
门架8,正常,车000860,客车,1.0,1645683526.0
门架9,正常,车000860,客车,1.0,1645683811.0
门架10,正常,车000860,客车,1.0,1645683900.0
门架11,正常,车000860,客车,1.0,1645684126.0
门架12,正常,车000860,客车,1.0,1645684411.0
门架13,正常,车000860,客车,1.0,1645684552.0
门架14,正常,车000860,客车,1.0,1645684767.0
门架15,正常,车000860,客车,1.0,1645685472.0
门架7,正常,车000861,货车,1.0,1645695060.0
门架8,正常,车000861,货车,1.0,1645695850.0
门架9,正常,车000861,货车,1.0,1645696255.0
门架10,正常,车000861,货车,1.0,1645696355.0
门架1,正常,车000862,客车,1.0,1645622200.0
门架2,正常,车000862,客车,1.0,1645623715.0
门架3,正常,车000862,客车,1.0,1645623785.0
门架7,正常,车000863,客车,1.0,1645490171.0
门架8,正常,车000863,客车,1.0,1645490783.0
门架9,正常,车000863,客车,1.0,1645491101.0
门架10,正常,车000863,客车,1.0,1645491175.0
门架5,正常,车000864,客车,1.0,1645492765.0
门架6,正常,车000864,客车,1.0,1645492895.0
门架6,漏过,车000865,客车,1.0,1645685415.5
门架4,正常,车000865,客车,1.0,1645684795.0
门架5,正常,车000865,客车,1.0,1645685201.0
门架7,正常,车000865,客车,1.0,1645685630.0
门架8,正常,车000865,客车,1.0,1645686385.0
门架9,正常,车000865,客车,1.0,1645687186.0
门架10,正常,车000865,客车,1.0,1645687281.0
门架7,正常,车000866,客车,1.0,1645491296.0
门架6,正常,车000867,货车,1.0,1645761510.0
门架6,正常,车000868,货车,1.0,1645586392.0
门架7,正常,车000868,货车,1.0,1645586715.0
门架8,正常,车000868,货车,1.0,1645587782.0
门架9,正常,车000868,货车,1.0,1645588305.0
门架10,正常,车000868,货车,1.0,1645588426.0
门架11,正常,车000868,货车,1.0,1645588786.0
门架12,正常,车000868,货车,1.0,1645589320.0
门架13,正常,车000868,货车,1.0,1645589536.0
门架14,正常,车000868,货车,1.0,1645590001.0
门架15,正常,车000868,货车,1.0,1645591271.0
门架7,正常,车000868,货车,2.0,1645674601.0
门架8,正常,车000868,货车,2.0,1645675931.0
门架9,正常,车000868,货车,2.0,1645676412.0
门架10,正常,车000868,货车,2.0,1645676531.0
门架11,正常,车000868,货车,2.0,1645676872.0
门架12,正常,车000868,货车,2.0,1645677433.0
门架13,正常,车000868,货车,2.0,1645677550.0
门架14,正常,车000868,货车,2.0,1645678200.0
门架6,正常,车000868,货车,3.0,1645760021.0
门架7,正常,车000868,货车,3.0,1645760360.0
门架8,正常,车000868,货车,3.0,1645761511.0
门架9,正常,车000868,货车,3.0,1645762081.0
门架10,正常,车000868,货车,3.0,1645762211.0
门架6,正常,车000868,货车,4.0,1645853160.0
门架4,正常,车000869,客车,1.0,1645938816.0
门架5,正常,车000869,客车,1.0,1645939146.0
门架6,正常,车000869,客车,1.0,1645939276.0
门架2,正常,车000870,客车,1.0,1645594028.0
门架3,正常,车000870,客车,1.0,1645594110.0
门架4,正常,车000871,货车,1.0,1645494351.0
门架5,正常,车000871,货车,1.0,1645494720.0
门架6,正常,车000871,货车,1.0,1645494875.0
门架7,正常,车000871,货车,1.0,1645495125.0
门架8,正常,车000871,货车,1.0,1645495936.0
门架9,正常,车000871,货车,1.0,1645496365.0
门架6,漏过,车000871,货车,2.0,1645670113.0
门架5,漏过,车000871,货车,2.0,1645671693.0
门架6,漏过,车000871,货车,2.0,1645671693.0
门架7,漏过,车000871,货车,2.0,1645671693.0
门架8,漏过,车000871,货车,2.0,1645671693.0
门架9,漏过,车000871,货车,2.0,1645671693.0
门架5,正常,车000871,货车,2.0,1645669905.0
门架7,正常,车000871,货车,2.0,1645670321.0
门架8,正常,车000871,货车,2.0,1645671141.0
门架9,正常,车000871,货车,2.0,1645671576.0
门架4,正常,车000871,货车,2.0,1645671680.0
门架10,正常,车000871,货车,2.0,1645671706.0
门架4,正常,车000871,货车,3.0,1645841605.0
门架5,正常,车000871,货车,3.0,1645842042.0
门架6,正常,车000871,货车,3.0,1645842165.0
门架7,正常,车000871,货车,3.0,1645842412.0
门架8,正常,车000871,货车,3.0,1645843240.0
门架9,正常,车000871,货车,3.0,1645843671.0
门架10,正常,车000871,货车,3.0,1645843776.0
门架7,正常,车000872,货车,1.0,1645674177.0
门架8,正常,车000872,货车,1.0,1645674867.0
门架9,正常,车000872,货车,1.0,1645675231.0
门架10,正常,车000872,货车,1.0,1645675326.0
门架11,正常,车000872,货车,1.0,1645675526.0
门架7,正常,车000873,货车,1.0,1645703824.0
门架8,正常,车000873,货车,1.0,1645704455.0
门架9,正常,车000873,货车,1.0,1645704780.0
门架10,正常,车000873,货车,1.0,1645704860.0
门架7,正常,车000873,货车,2.0,1645869178.0
门架8,正常,车000873,货车,2.0,1645869923.0
门架9,正常,车000873,货车,2.0,1645870249.0
门架10,正常,车000873,货车,2.0,1645870317.0
门架11,正常,车000873,货车,2.0,1645870446.0
门架8,正常,车000874,客车,1.0,1645919360.0
门架9,正常,车000874,客车,1.0,1645919660.0
门架10,正常,车000874,客车,1.0,1645919735.0
门架11,正常,车000874,客车,1.0,1645919950.0
门架12,正常,车000874,客车,1.0,1645920275.0
门架13,正常,车000874,客车,1.0,1645920305.0
门架14,正常,车000874,客车,1.0,1645920600.0
门架15,正常,车000874,客车,1.0,1645921346.0
门架3,正常,车000875,客车,1.0,1645664599.0
门架7,正常,车000876,客车,1.0,1645960880.0
门架8,正常,车000876,客车,1.0,1645961490.0
门架9,正常,车000876,客车,1.0,1645961808.0
门架10,正常,车000876,客车,1.0,1645961896.0
门架1,正常,车000877,客车,1.0,1645873076.0
门架2,正常,车000877,客车,1.0,1645874653.0
门架3,正常,车000877,客车,1.0,1645874727.0
门架13,正常,车000878,客车,1.0,1645490347.0
门架14,正常,车000878,客车,1.0,1645490817.0
门架15,正常,车000878,客车,1.0,1645491622.0
门架4,正常,车000879,客车,1.0,1645785465.0
门架7,正常,车000880,货车,1.0,1645643595.0
门架8,正常,车000880,货车,1.0,1645644464.0
门架9,正常,车000880,货车,1.0,1645647860.0
门架10,正常,车000880,货车,1.0,1645647975.0
门架1,正常,车000881,客车,1.0,1645500013.0
门架2,正常,车000881,客车,1.0,1645501495.0
门架3,正常,车000881,客车,1.0,1645501560.0
门架3,漏过,车000882,客车,1.0,1645668828.0
门架1,正常,车000882,客车,1.0,1645667116.0
门架2,正常,车000882,客车,1.0,1645668590.0
门架4,正常,车000882,客车,1.0,1645669066.0
门架3,正常,车000882,客车,1.0,1645669841.0
门架1,正常,车000883,货车,1.0,1645665445.0
门架2,正常,车000883,货车,1.0,1645667331.0
门架3,正常,车000883,货车,1.0,1645667417.0
门架7,正常,车000884,货车,1.0,1645504806.0
门架8,正常,车000884,货车,1.0,1645505632.0
门架9,正常,车000884,货车,1.0,1645506078.0
门架10,正常,车000884,货车,1.0,1645506181.0
门架11,正常,车000884,货车,1.0,1645506431.0
门架12,正常,车000884,货车,1.0,1645506936.0
门架13,正常,车000884,货车,1.0,1645507213.0
门架14,正常,车000884,货车,1.0,1645507616.0
门架15,正常,车000884,货车,1.0,1645510064.0
门架7,正常,车000885,客车,1.0,1645838572.0
门架8,正常,车000885,客车,1.0,1645839191.0
门架9,正常,车000885,客车,1.0,1645839531.0
门架10,正常,车000885,客车,1.0,1645839623.0
门架6,漏过,车000886,货车,1.0,1645687742.5
门架4,正常,车000886,货车,1.0,1645687185.0
门架5,正常,车000886,货车,1.0,1645687550.0
门架7,正常,车000886,货车,1.0,1645687935.0
门架8,正常,车000886,货车,1.0,1645688741.0
门架9,正常,车000886,货车,1.0,1645689156.0
门架10,正常,车000886,货车,1.0,1645689259.0
门架11,正常,车000886,货车,1.0,1645689607.0
门架12,正常,车000886,货车,1.0,1645689916.0
门架13,正常,车000886,货车,1.0,1645690037.0
门架14,正常,车000886,货车,1.0,1645690463.0
门架15,正常,车000886,货车,1.0,1645691382.0
门架6,正常,车000887,客车,1.0,1645486930.0
门架7,正常,车000887,客车,1.0,1645487135.0
门架8,正常,车000887,客车,1.0,1645487825.0
门架9,正常,车000887,客车,1.0,1645488485.0
门架10,正常,车000887,客车,1.0,1645488581.0
门架7,正常,车000888,客车,1.0,1645930883.0
门架8,正常,车000888,客车,1.0,1645931820.0
门架9,正常,车000888,客车,1.0,1645932084.0
门架10,正常,车000888,客车,1.0,1645932085.0
门架7,正常,车000889,货车,1.0,1645752089.0
门架8,正常,车000889,货车,1.0,1645752741.0
门架9,正常,车000889,货车,1.0,1645753106.0
门架10,正常,车000889,货车,1.0,1645753202.0
门架11,正常,车000889,货车,1.0,1645753445.0
门架12,正常,车000889,货车,1.0,1645753752.0
门架7,正常,车000890,客车,1.0,1645496687.0
门架8,正常,车000890,客车,1.0,1645497300.0
门架9,正常,车000890,客车,1.0,1645497605.0
门架10,正常,车000890,客车,1.0,1645497698.0
门架11,正常,车000890,客车,1.0,1645497993.0
门架7,正常,车000890,客车,2.0,1645661670.0
门架8,正常,车000890,客车,2.0,1645662230.0
门架9,正常,车000890,客车,2.0,1645662535.0
门架10,正常,车000890,客车,2.0,1645662615.0
门架5,正常,车000891,客车,1.0,1645504372.0
门架6,正常,车000891,客车,1.0,1645504516.0
门架7,正常,车000891,客车,1.0,1645504740.0
门架8,正常,车000891,客车,1.0,1645505456.0
门架9,正常,车000891,客车,1.0,1645505851.0
门架10,正常,车000891,客车,2.0,1645506476.0
门架11,正常,车000891,客车,2.0,1645506681.0
门架7,正常,车000891,客车,3.0,1645767491.0
门架8,正常,车000891,客车,3.0,1645768136.0
门架9,正常,车000891,客车,3.0,1645768470.0
门架10,正常,车000891,客车,3.0,1645768540.0
门架5,正常,车000892,客车,1.0,1645544780.0
门架6,正常,车000892,客车,1.0,1645545078.0
门架7,正常,车000892,客车,1.0,1645545079.0
门架8,正常,车000892,客车,1.0,1645545682.0
门架5,正常,车000893,客车,1.0,1645492371.0
门架6,正常,车000893,客车,1.0,1645492502.0
门架7,正常,车000893,客车,1.0,1645492722.0
门架8,正常,车000893,客车,1.0,1645493426.0
门架9,正常,车000893,客车,1.0,1645493792.0
门架10,正常,车000893,客车,1.0,1645493881.0
门架11,正常,车000893,客车,1.0,1645494096.0
门架12,正常,车000893,客车,1.0,1645494416.0
门架3,正常,车000894,客车,1.0,1645778544.0
门架4,正常,车000894,客车,1.0,1645779003.0
门架2,漏过,车000895,客车,1.0,1645522582.0
门架1,正常,车000895,客车,1.0,1645521685.0
门架3,正常,车000895,客车,1.0,1645523479.0
门架2,正常,车000895,客车,1.0,1645523480.0
门架7,正常,车000896,客车,1.0,1645571976.0
门架8,正常,车000896,客车,1.0,1645572645.0
门架9,正常,车000896,客车,1.0,1645572990.0
门架10,正常,车000896,客车,1.0,1645573070.0
门架7,正常,车000897,客车,1.0,1645608705.0
门架8,正常,车000897,客车,1.0,1645609375.0
门架9,正常,车000897,客车,1.0,1645609715.0
门架10,正常,车000897,客车,1.0,1645609796.0
门架11,正常,车000897,客车,1.0,1645610052.0
门架4,正常,车000898,货车,2.0,1645938235.0
门架5,正常,车000898,货车,2.0,1645938735.0
门架5,正常,车000899,客车,1.0,1645765726.0
门架6,正常,车000899,客车,1.0,1645765866.0
门架7,正常,车000899,客车,1.0,1645766070.0
门架8,正常,车000899,客车,1.0,1645766751.0
门架9,正常,车000899,客车,1.0,1645767110.0
门架10,正常,车000899,客车,1.0,1645767192.0
门架11,正常,车000899,客车,1.0,1645767394.0
门架12,正常,车000899,客车,1.0,1645767893.0
门架13,正常,车000899,客车,1.0,1645767894.0
门架4,正常,车000900,客车,1.0,1645529321.0
门架7,正常,车000901,客车,1.0,1645781568.0
门架8,正常,车000901,客车,1.0,1645782218.0
门架9,正常,车000901,客车,1.0,1645782936.0
门架10,正常,车000901,客车,1.0,1645783029.0
门架11,正常,车000901,客车,1.0,1645783233.0
门架12,正常,车000901,客车,1.0,1645783597.0
门架13,正常,车000901,客车,1.0,1645783754.0
门架14,正常,车000901,客车,1.0,1645784035.0
门架15,正常,车000901,客车,1.0,1645784826.0
门架6,正常,车000902,客车,1.0,1645474629.0
门架10,正常,车000903,客车,1.0,1645681651.0
门架11,正常,车000903,客车,1.0,1645681872.0
门架12,正常,车000903,客车,1.0,1645682356.0
门架13,正常,车000903,客车,1.0,1645682357.0
门架14,正常,车000903,客车,1.0,1645682552.0
门架15,正常,车000903,客车,1.0,1645683346.0
门架8,正常,车000904,客车,1.0,1645661474.0
门架9,正常,车000904,客车,1.0,1645661785.0
门架10,正常,车000904,客车,1.0,1645661865.0
门架7,正常,车000905,客车,1.0,1645951036.0
门架8,正常,车000905,客车,1.0,1645951666.0
门架9,正常,车000905,客车,1.0,1645951993.0
门架10,正常,车000905,客车,1.0,1645952071.0
门架11,正常,车000905,客车,1.0,1645952276.0
门架12,正常,车000905,客车,1.0,1645952663.0
